Age,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,PercentSalaryHike,JobSatisfaction,PerformanceRating,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,NumCompaniesWorked,TrainingTimesLastYear,WorkLifeBalance,StockOptionLevel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
1.0901940236181409,1.0494548838312445,-0.8999145224423435,-0.9084364658301766,2.026752327274747,0.9312891818499833,2.2614821417371727,-0.6657058719069946,-0.6253648713435828,-0.36802435883251516,-0.33712854383170676,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.634827596376192,-0.5234492887626604,-0.8999145224423435,1.6941112470887076,-0.8644084008911711,0.6827417851030926,-1.0726746626292767,-0.8300707901019612,-0.9056351033176886,-0.05688370751185537,-0.33712854383170676,1.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9811931588183676,-0.9920800089649648,-0.7776101796257255,-0.6629130966868856,2.3477057786207,0.16770484601314473,1.4920613407295304,0.8135783918477043,1.3365267524751574,0.5653975951294642,-0.8809737668030194,0.6666666666666667,0.0,0.0,1.0,0.6666666666666667,0.3333333333333333,0.5,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.307825001976872,-0.45365322405167885,0.44543324854045496,-1.252169182630784,-0.9562015179204555,1.667056237692766,-0.5597274619575152,-0.008246199127128446,-0.06482440739537135,-0.679165010153175,-1.1528963782886759,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.1111111111111111,0.16666666666666666,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.6541905644190477,0.4910863661433924,-0.04378412272601721,0.31918037988627823,-0.18595622912437518,0.7283621242933445,-0.1750170614536942,0.1561187190678381,0.7759862885269458,0.5653975951294642,-0.6090511553173631,0.6666666666666667,0.0,1.0,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.5,0.6666666666666667,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.9808224075775521,0.8799501552474323,-0.8999145224423435,0.9084364658301766,-0.6621195879530991,1.4390936281414766,-0.816201062293396,-0.6657058719069946,-0.6253648713435828,-0.05688370751185537,-0.6090511553173631,1.0,0.0,0.0,1.0,0.0,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
1.5261974828172342,0.07230997787750328,-1.0222188652589617,1.497692551774075,-0.8214139666854172,1.2296295097862346,-1.3291482629651574,-0.9944357082969277,-1.1859053352917943,-0.679165010153175,-1.1528963782886759,1.0,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.6541905644190477,0.6929964104858747,2.1576940479731075,0.8593317920015183,0.9192157021345277,-0.3971250242661634,0.8508773398898287,0.1561187190678381,0.7759862885269458,-0.679165010153175,-1.1528963782886759,0.0,0.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.8888888888888888,0.16666666666666666,0.6666666666666667,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.32718797001972766,-1.7099823888493462,0.567737591357073,0.9084364658301766,-0.40952728699429525,-0.4350956114580499,-0.816201062293396,-0.33697603551706157,-0.06482440739537135,-0.36802435883251516,-0.06520593234605039,0.0,0.0,1.0,0.6666666666666667,0.6666666666666667,0.1111111111111111,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.0898232723773253,-1.4931160449259393,0.07852022009060083,1.5959018994313912,-0.16660873373178595,-1.0139732081343564,-0.6879642621254556,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-1.1528963782886759,1.0,0.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.5,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
